run_accession	ega_sample_accession	ega_study_accession	ega_study_title	ega_study_description	ega_released_date	ega_status	ega_error
Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763408	EGAN00001761957	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763409	EGAN00001761958	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763410	EGAN00001761959	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763411	EGAN00001761960	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763412	EGAN00001761961	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
